,Tamil Words
11631,வந்துவிட்டால
11632,முழவ
11633,கிருஷ்ணனுக்கும
11634,அன்னியப
11635,எண்ணினால
11636,இறங்கினார்கள
11637,திருக்கரத்தால
11638,கரிகால்வளவன
11639,மேளமும
11640,அழைக்கப்பட்டவரும
11641,வேதாளத்தினிடம
11642,விஷயத்தைச
11643,மயக்கம
11644,பெறுகின்றன
11645,நிகழ்ந்தாலும
11646,மரமாகச
11647,பூர்வோத்திரம
11648,ஸ்திரீயும
11649,மருந்துகளைக
11650,சண்டைக்க
11651,தோள்களைப
11652,மற்றக
11653,எந்தச
11654,மோகித்துப
11655,வீரர்களையும
11656,அறியாதவர
11657,பூந்தோட்டத்தின
11658,நிதானமாகவும
11659,துர்க்கையம்மன
11660,அநாத
11661,பொட்டும
11662,கிராமத்துக்கருகில
11663,நிந்தனைக்க
11664,உருவங்கள
11665,மறைத்துக
11666,மதுராந்தகனுக்குத்தான
11667,பண்டங்கள
11668,ஏற்பட்டிருந்த
11669,ஆதிக்கத்தைப
11670,ஐயாறப்பரையும
11671,ஒளிந்திருப்பான
11672,பேசிவிட்டுப
11673,ராணியைப
11674,ஒவ்வொருவராக
11675,என்னத்த
11676,தாயார
11677,பொங்கும
11678,எல்லாருக்கும
11679,மெய்சிலிர்க்கச
11680,ஈடுபட்டவர்கள
11681,மற்றொன்ற
11682,இலைகள
11683,சக்கரவர்த்திய
11684,பெண்களைய
11685,உன்னால
11686,வந்தவர்களில
11687,திறத்தைப
11688,கிளையில
11689,சுற்றும்முற்றும
11690,இடத்த
11691,மறுநாள
11692,தற்போத
11693,வேண்டியிருக்கிறத
11694,வடதிசைப
11695,குறுந்தடியும
11696,செய்யமாட்டார
11697,சந்தேகிப்பேன
11698,திருமேனியில
11699,மேனகைகளாகவும
11700,பின்வாங்கத
11701,புதைத்த
11702,மந்திரங்களைக
11703,நட்சத்திரக
11704,வீரனாகத
11705,சம்பவங்கள
11706,தயக்கத்துடன
11707,ஞாபகங்கள
11708,தோழனுக்குச
11709,நம்புவத
11710,கட்சியில
11711,போனாலும
11712,வாங்குகிறார்கள
11713,தெய்வ
11714,ஊற்றியத
11715,வெளியேறுகிறார்கள
11716,தடுப்பதில
11717,காத்திருந்த
11718,கன்னம
11719,தோழியைப
11720,என்பதும
11721,கரத்தைப
11722,வந்தியத்தேவனைப
11723,எதிர்பார்த்ததற்க
11724,பிறரால
11725,சேகரிக்க
11726,வீரகம்பீரத்தில
11727,வயதுக்க
11728,குன்றச
11729,சென்றுள்ள
11730,மாறாகச
11731,கிடப்பதன
11732,கொடும்பாளூர
11733,குறிப்பிட
11734,கோழையினும
11735,புலியின
11736,இடம்பெற்றத
11737,வாழ்க்கைச
11738,ஆட்ச
11739,பேசுகிறவர்கள
11740,குதிர
11741,ஏற்றுக
11742,தண்ணீரிலேய
11743,ஏறிய
11744,சோதிடரும
11745,சரியாகவ
11746,புலனாயிற்ற
11747,சங்கையொத்த
11748,பயங்கரங்களைப
11749,சந்திராண
11750,மாடங்கள
11751,காட்ச
11752,கையைச
11753,வெறிய
11754,சிவனடியார்களும
11755,ஏணியைப
11756,நடந்ததெல்லாம
11757,கவிஞர
11758,ஆத்திரமாகப
11759,சிரித்தேயிருப்பான
11760,எழுதியிருந்தத
11761,புரிந்தபடிய
11762,தயங்கிக
11763,முன்னணியில
11764,பிடித்ததினாலேதான
11765,போர்களில
11766,கற்பித்திருக்கிறார்கள
11767,முறைம
11768,யாரிடம
11769,பெறலாம
11770,வானதிக்கும
11771,குளங்கள
11772,கொளுத்திப
11773,கூண்டுகளில
11774,உலக
11775,அவ்வீரன
11776,சொன்னபடியால
11777,நாயகிய
11778,விழப
11779,கருவேல
11780,பார்த்ததைக
11781,வாசகர்களுக்க
11782,சாத்தியவுடன
11783,காத்திருந்ததாகத
11784,துணையிழந்த
11785,எங்கேய
11786,அசைகிறத
11787,அம்மம்ம
11788,போய்விட்டாய
11789,போவதேயில்ல
11790,இரகசியம
11791,சிரித்தாலும
11792,குதிரையைப
11793,இஷ்டமிருந்தால
11794,அஞ்சுகிறீர்கள
11795,வற்றியத
11796,தனியாயிருக்கும்போத
11797,மணந்தேன
11798,சிவபட்டரிடம
11799,இரண்டொர
11800,செய்யும்படியும
11801,அந்நகரைப
11802,கடவுளின
11803,விருட்சங்கள
11804,ஆதித்த
11805,கனவல்ல
11806,வைப்பதில்லையாம
11807,வளைத்துப
11808,சிலப்பதிகாரக
11809,மாறவேளின
11810,மாமல்லர
11811,சந்தேகமாகக
11812,தமத
11813,தேவலோக
11814,சாஷாத
11815,பக்தர்களாயிருந்த
11816,விட்ட
11817,இன்னுயிரைத
11818,குறிப்பிடவில்ல
11819,அந்தஸ்துக்குப
11820,காலத்தின
11821,காட்டுக்க
11822,விளங்காதத
11823,வைத்திராவிட்டால
11824,தைரியசாலிகள
11825,கேள்விப்பட்டிருந்ததெல்லாம
11826,பொற்கரம
11827,இட்டிருந்தார்கள
11828,போர்க்களத்தில
11829,அம்மரத்தின
11830,மண்ணாசையும
11831,நந்தவனத்துக்குப
11832,அகோரமான
11833,படைக்க
11834,குடிக்கச
11835,வாய்திறவ
11836,விழுந்தபடியால
11837,ஐயுறும
11838,பூச்சிகளைக
11839,உருகிவிட்டத
11840,தகுந்த
11841,கோபத்தையெல்லாம
11842,தட்டுப்பட்டத
11843,மலர
11844,கவிச
11845,இவனுக்க
11846,வீரப்பிரதாபர
11847,பிடிக்கச
11848,ஆகட்டும
11849,ஜாக்கிரதையாக
11850,சேர்த்துக
11851,போகுமிடங்களுக்கெல்லாம
11852,ஏறியதும
11853,குதிப்பார
11854,மோதியத
11855,அபிமானத்தைக
11856,அரிச்சந்திரனுடைய
11857,கூடாதல்லவ
11858,ஒதுங்கிச
11859,கோபுரம
11860,சாலையில்தான
11861,ஆரம்பித்தார்கள
11862,இயலாத
11863,மங்கையர்க்க
11864,குறிஞ்ச
11865,குற்றம
11866,இர
11867,பெருமைதான
11868,சித்தப்பிரமைக்குத
11869,வந்திருக்கிறாய
11870,முடிந்தத
11871,முழுகித
11872,பிராயத்துக்க
11873,இற
11874,தாயைப
11875,பசும்பயிர
11876,போனாய
11877,பூச
11878,பெருகும
11879,வருகிறாள
11880,காத்திருந்தத
11881,நின்றபடிய
11882,குத்திப
11883,உயரமான
11884,இன்றிரவைக
11885,உயிரோடிருக்க
11886,உள்ளங்கால
11887,காந்தள
11888,சொல்லியிருந்தால
11889,கோவிலுக்குத்தான
11890,விழித்திருக்கிறோம
11891,முயன்றத
11892,தேவசேநாபத
11893,அமுக்கிக
11894,அன்னையும
11895,தங்களுக்குப
11896,பாவமும
11897,இறங்கினாள
11898,அரச
11899,வாலிபனைத
11900,பாட்டமெல்லாம
11901,குழந்தையும
11902,புன்முறுவலின
11903,பார்த்தவர
11904,வரவேண்டிய
11905,சாலைக்க
11906,மீதும
11907,துயிலெழுந்தான
11908,பார்த்தோம
11909,ஆனான
11910,பதிகங்களையெல்லாம
11911,நியமிப்பார்கள
11912,பிறப்பார்கள
11913,வருவதற்குள
11914,வெளியூரில
11915,அவளைச
11916,பல்லக்கைக
11917,தலைக்க
11918,எவ்விதமெல்லாம
11919,பேர்தான
11920,சாரதியும
11921,முதல்நாள
11922,பூரித்தத
11923,போய்ப
11924,ஓலைத
11925,நாலுபுறமும
11926,அவரிடம
11927,உதவியைச
11928,வாழ்க்கைய
11929,எண்ணியிருந்தார்கள
11930,வழக்கப்பட
11931,நின்றிருந்தத
11932,காயப்படுத்த
11933,சந்தேகிக்கிறாள
11934,புஷ்பக
11935,மன்னரும
11936,பொல்லாதவர்கள
11937,ஜாதகங்களைப
11938,முற்றிய
11939,நடந்ததும
11940,வீரர்களைப
11941,நன்றாகச
11942,கோத்துக
11943,பாடுபட்ட
11944,வெற்றிலைப
11945,இரைந்த
11946,சக்கரம
11947,வெட்டுட
11948,தேவகானத்தையொத்த
11949,வந்ததில்ல
11950,பொலிந்தத
11951,புலவர்களுக்க
11952,வழங்கப்படும
11953,வடதள
11954,சந்தோஷம
11955,மாகாள
11956,சந்தேகமாகத்தானிருந்தத
11957,கூவுகிறத
11958,பூஜைக்குப
11959,படுநாசம
11960,மாயமந்திரங்கள
11961,அரண்மனைக்குக
11962,வார்த்தைய
11963,நில்லும
11964,விளக்கமாகச
11965,நல்லவேளையாக
11966,அடிபணிந்த
11967,விட
11968,நடுங்க
11969,மத்தால
11970,மறுக்கிறார்களாம
11971,ஆய்ச்சியர
11972,சேவிப்பதற்க
11973,சரிந்த
11974,முகத்தைய
11975,அமைந்த
11976,மாபெருந
11977,இருளைக
11978,நன்க
11979,பல்லக்க
11980,பெற
11981,முழக்கத்தைக
11982,வலிமையுள்ள
11983,இருளடைந்த
11984,புஷ்ப
11985,அந்நகரில
11986,ஒப்பிடத
11987,முன்னிட்டுத
11988,கல்லோலமாயிற்ற
11989,பார்ப்பார்கள
11990,சொல்லவில்ல
11991,தப்பிக்கலாம
11992,கடற்கரையில
11993,களத்த
11994,பண்டக
11995,கண்டிப்பாய்த
11996,துணையிருந்தும
11997,கேட்பாய
11998,குடிக்கொண்டிருந்தத
11999,எடுத்துச
12000,இடங்களுக்குக
12001,நடத்துவத
12002,பாலும
12003,சிவாலயங்களில
12004,முள்ளும
12005,நாட்டவர்கள
12006,உதவியினால
12007,கிராமங்களில
12008,சிரித்தேன
12009,இருக்கிறான
12010,இறக்க
12011,மந்திரங்களுக்கெல்லாம
12012,எறிந்தேன
12013,கரைத்துக
12014,சக்திதான
12015,மடங்கள
12016,நிறைந்த
12017,சதிகளுக்கும
12018,பெண்கள
12019,மறைத்தன
12020,வெட்டாற்ற
12021,வனங்களில
12022,கவிஞர்களும
12023,வாணகோப்பாட
12024,பிறந்தவனைப
12025,சொல்லத்தான
12026,கேட்கப
12027,படையில
12028,போரிட்டோம
12029,தீப்பொறியாக
12030,வாக்குப
12031,வட்ட
12032,சொந்தக
12033,பிரப
12034,புலவர்கள
12035,மார்க்கத்திலும
12036,தெரிந்தபாடாயில்ல
12037,பொய்ப
12038,கீர்த்த
12039,கட்டியிருந்தத
12040,நன்றாகத்தான
12041,குபுகுபுவென்ற
12042,செயலிழந்த
12043,களையாகவும
12044,விடலாம
12045,விரட்டாமல
12046,அறிவுத்திறனையும
12047,ஆண்டாளைப
12048,நாடகங்கள
12049,வெளியிட்டதைக
12050,அடைத்தார
12051,உட்கார்ந்திருக்கிறவன
12052,ஜயகோஷ
12053,அதிசயமானத
12054,ஓரம
12055,சந்நியாச
12056,வாலிபர்களாகிய
12057,காவலர
12058,பழுவேட்டரையர்களுந்தான
12059,தருவாய
12060,வேற்றரசன
12061,தலைவியாக
12062,வேளையாக
12063,அனையவள
12064,எரிந்தன
12065,கொற்றவையின
12066,அடிப்பத
12067,துறக்க
12068,நீட்டினான
12069,தப்பிக்க
12070,பார்க்கவில்லைஅவளுடைய
12071,பார்த்தும
12072,கொண்டுவந்த
12073,திரையும
12074,யானைகளைத
12075,ஓடங்களும்தான
12076,துஷ்ட
12077,விஸ்தரித்துச
12078,வருகிறவர
12079,சுமார
12080,தடங்கல்கள
12081,கண்டதுண்டமாய
12082,நாமாக
12083,தந்தைக்குத
12084,உயிருக்குயிரான
12085,போலவல்லவ
12086,அடிக்க
12087,வஞ்சிப
12088,உலருவதற்க
12089,நாவ
12090,உள்ளத்தைக
12091,எனக்க
12092,தீவ
12093,காரணமாக
12094,எல்லைக
12095,கூவிக
12096,தீங்கைத
12097,ஆவார
12098,வாணன
12099,ஆத்திரச
12100,முறையாகப
12101,கண்ணீரைத
12102,உகந்தத
12103,ஏமாற்றிய
12104,ஏற்பட்டத
12105,அரசியான
12106,குளங்களும
12107,பூக்களின
12108,ஆகவேண்டும
12109,மிக
12110,பனியினால
12111,தெரிந்தவர்கள
12112,இவர்களைத
12113,வால்நட்சத்திரம
12114,நூற்றாண்ட
12115,சுவர்கள
12116,வேண்டியபடியெல்லாம
12117,தெரியாமலிருந்தத
12118,கோழ
12119,துணிவத
12120,காவியங்களைத
12121,வாழ்த்துக
12122,மூலிகைகள
12123,குறைய
12124,தென்னவன
12125,கரிகாலனின
12126,பகல
12127,கதவுகளைத
12128,மனிதர்களுக்க
12129,அதையொட்ட
12130,நாயனார
12131,ஜனப
12132,தேற்றுகிறார
12133,பொறாமையுடன
12134,படைப்புக
12135,பரவசம
12136,கையடித்துச
12137,திருமுகம
12138,மாந்தர
12139,கொஞ்சமாக
12140,உட்கார்ந்திருந்தார
12141,நீக்கிக
12142,அளித்தார்கள
12143,மத்தகஜத்தின
12144,தொடங்கிவிட்டார்கள
12145,சைன்யத்துடனும
12146,பிரவேசித்தவர
12147,அதிசயங்களுக்க
12148,நானேதான
12149,குரல்களில
12150,சடசட
12151,சிலம்பக
12152,சலசலப்புக
12153,ஏமாந்துதான
12154,நிறுத்தும
12155,அழைத்துக
12156,வெளிச்சமாயிருந்த
12157,நடக்கலுற்றான
12158,இளங
12159,ஆணையிட்ட
12160,ததும்புகின்றன
12161,செல்வத்தைப
12162,வாழ்விலிருந்தும
12163,மக்களுக்குத
12164,அடியேன
12165,பிரவேசிக்காதபட
12166,ரொம்ப
12167,நசுக்க
12168,அகப்படுத்தப
12169,வீரசைவபட்டர
12170,வளர்த்தார்கள
12171,பிடிப்பதற்குள
12172,கொள்வோம
12173,காட்டிக
12174,நலிந்திடுதல
12175,மறைந்திருந்த
12176,முன்புதான
12177,படகில
12178,ஆணையிட்டுச
12179,ஆண்களில
12180,கவலைப்படுகிறத
12181,குடிசைகளின
12182,செல்லும
12183,தந்திரக்காரன
12184,ராஜ்யத்த
12185,நேரிடும
12186,ஸரீவில்லிபுத்தூருக்குப
12187,கண்ணிகளில
12188,சுவாமியாரைக
12189,காவிர
12190,பாடலைச
12191,அன்ப
12192,வெளியேயும
12193,முடிக்க
12194,பேசியவன
12195,தெரியப்படுத்தினான
12196,துரதிர்ஷ்டக்காரியைப
12197,செய்கிறாள
12198,அரைப
12199,நோக்க
12200,வளர்த்த
12201,கும்பல
12202,பெருமைய
12203,மணலில
12204,மகாராண
12205,உபயோகப்படுத்த
12206,பம்பைப்பட
12207,உனக்க
12208,உள்ளாக்குவதாகவ
12209,சூரர
12210,பத்தொன்பதுதான
12211,அறிந்ததுண்ட
12212,குறில
12213,விரும்பிய
12214,விரோதமாகச
12215,உடல
12216,மன்னர்களுக்க
12217,உமக்குக
12218,இசைப்புலவர
12219,கற்கள
12220,சொல்லிவிட்டாள
12221,போகிறவர்கள
12222,பௌத்த
12223,தவிக்கிறார
12224,பூத்துக
12225,வீரனான
12226,ஞானமார்க்கம
12227,தெரிவித்தீர்கள
12228,வடநாட்டுக்குப
12229,ஞாஸம
12230,அவ்விதமெல்லாம
12231,வஞ்சனையெல்லாம
12232,கொன்றுவிட
12233,மகிழ்ச்சியுமாயிருந்தத
12234,சென்றிருந்தேன
12235,ஆரம்பிக்கவில்ல
12236,பேச்சிலும
12237,தட்டிக
12238,தங்கியிருந்தாய
12239,செழிப்பாய
12240,வம்ப
12241,வண்மைத
12242,கொள்கைய
12243,அடைந்தவர
12244,தேவைக்குத
12245,வாய்ந்தவர்களுக்கும
12246,மரநாய்களும
12247,கத்தியபோதிலும
12248,ஏறவில்ல
12249,மணாளனாகிய
12250,வரவேற்ப
12251,கட்டளையிட்ட
12252,மோனத்தில
12253,வீதிகளைக
12254,ஓரத்துக
12255,வரவேற்பேன
12256,முழக்கங்களைச
12257,நிழலிலிருந்த
12258,போட்டிய
12259,குரலும
12260,சகிக்கவில்ல
12261,கொடுப்போருக்க
12262,வரவேற்புக
12263,போர
12264,காரணமாகக
12265,சோழர்கள
12266,விட்டதென்ற
12267,மோதப்பட்டுத
12268,வேண்டியதைப
12269,போத
12270,வாழைத
12271,மிகுதியினால
12272,விருப்பத்தைச
12273,வெட்டிப
12274,இருந்ததினால
12275,விளையாடும
12276,அறிந்தேன
12277,பரம்பர
12278,அவர்களைச
12279,நிகழ்ச்ச
12280,கர்ஜனையைப
12281,மறவர்கள
12282,அறிவேன
12283,செலுத்திக
12284,நம்பமாட்டேன
12285,கேட்கிறீங்க
12286,செய்தியும
12287,வண்மையும
12288,நிறைவேற
12289,ஆதித்தனுக்க
12290,அமானுஷ்ய
12291,செய்கிறார்கள்சுந்தரச
12292,சிக்கும்படியாக
12293,மதுராந்தகருடைய
12294,கரிகாலரின
12295,ஆட்கள
12296,பாஷ
12297,பாசுரங்களைப
12298,தகுதியில்ல
12299,இனிமையாகவும
12300,தேவதைகள
12301,மிச்சமிருக்கிறத
12302,மனிதர்களைக
12303,நிறைவேறவில்ல
12304,அர
12305,புலப்படுத்தியத
12306,வாதாபிய
12307,பலவகைக
12308,நிறைவேற்றுவதற்க
12309,நீருக்குள்ளேய
12310,காரியங்களும
12311,பிரதிக்ஞைய
12312,ஜயக்கிரகங்கள
12313,விட்டபடியால
12314,நியமித்ததில
12315,தாத
12316,மாப்பிள்ள
12317,கலந்துவிட்டான
12318,அதைவிடச
12319,நீந்தவும
12320,உத்தம
12321,அறியார்கள
12322,நதிக்கரையோட
12323,முணுமுணுத்தன
12324,திருவிசைப்ப
12325,கீழும
12326,கவனம
12327,காப்பாற்றுங்கள
12328,சமயத்துக்குத
12329,போகும
12330,உங்களில
12331,கேள்விப்படுகிறேன
12332,பாவ
12333,சிந்தும
12334,அதிரசத்த
12335,உன்னிடந்தான
12336,புறப்பட்டால
12337,குதூகலமாய
12338,அமுதனுடைய
12339,குற்றமாயிருந்தால
12340,வில
12341,வஞ்சகம
12342,வைஷ்ணவர்களும
12343,கிடக்கட்டுமட
12344,அரசிளங்குமரியின
12345,முகபாவத்தில
12346,பணிவிட
12347,அதனோட
12348,பராந்தகர
12349,காலத்துக்குச
12350,ஐய
12351,காத்திருப்பவர்களைப
12352,இடத்திலும
12353,நிலைமைக்குத
12354,பலமாகும
12355,மண்டபத்துத
12356,வெண்ணிறக
12357,தகப்பனார
12358,நன்றாய
12359,இரும்புக்கரம
12360,உணர்ந்தேன
12361,ஏமாற்றினாய
12362,பாலாற்றுக்க
12363,சந்தோஷமாயிருக்கும
12364,மூச்ச
12365,மண்டலப
12366,பொருள்களில
12367,நிரூபித்துக
12368,மிடுக்காகவும
12369,கோட்டைக
12370,படுத்தவுடன
12371,தீவர்த்தியுடன
12372,இணைதான
12373,நிராகரித்தால
12374,சமமான
12375,பொம்மைக
12376,மரத்தடியிலேய
12377,நீர்தான
12378,பவழ
12379,மீன
12380,தெரியவில்லைஆமாம
12381,வேண்டியிருப்பத
12382,மேகத்துக்க
12383,எண்ணிய
12384,சாய்ந்தபட
12385,அறிவைப
12386,பாண்டியர
12387,கெட்டிக்காரராயிருக்கிறீர
12388,கரும்புச
12389,சேர்த்துப
12390,பின்வாங்கிக
12391,கோட்டான
12392,மோதும்போத
12393,போருக்குத
12394,முடியலாம
12395,ஊமையைத
12396,பக்திமயமான
12397,நமக்கெல்லாம
12398,பட்டவர்த்தனமாகச
12399,கடல்களில
12400,பண்டாரம
12401,வைராக்கிய
12402,மலரினும
12403,நடுநடுங்கின
12404,தள்ளினாலும
12405,குறுகலான
12406,கலிங்கத்துப
12407,கோஷித்துக
12408,தரவேண்டும
12409,சுகமயக்கத்த
12410,ஒழிந்தத
12411,இலங்கைக்கும
12412,மலர்க
12413,நிறைவேற்ற
12414,தகப்பனோட
12415,நீல
12416,கரையின
12417,தாங்கும
12418,மாயைத
12419,அத
12420,முதலியவற்றைச
12421,கரிகாலர்தான
12422,இணையாகும
12423,அலுவல்களைப
12424,சத்தமிடுகிறத
12425,பொங்கிக
12426,சாப்பிட்டதில
12427,தோன்றிய
12428,தொட்டுப
12429,தோன்றியும
12430,மர்மமான
12431,நூல்களைக
12432,சரித்திரத்தின
12433,பெயரைத
12434,மணிமேகலைய
12435,சரிதான
12436,சித்தமாயிருப்பேன
12437,ராஜ்யத்தைக்கூடத
12438,குறைந்திருக்கிறத
12439,விரும்புகிறேன
12440,ஆரோக்கியத்த
12441,மன்னர்கள
12442,இப்போதாவத
12443,வெண்ணிலாவில
12444,தலைவராகிய
12445,விடுவீர்கள
12446,தெரிய
12447,கட்டியதோட
12448,அதையறிந்த
12449,இருக்கிறதுஒருவேள
12450,அவர்களுடன
12451,பூரணமாக
12452,கரையெடுத்த
12453,ஏற்பட்டால
12454,பாசறையில
12455,முல்ல
12456,விண்ணகர
12457,அழியாச
12458,காட்டுவதுதான
12459,சொல்லுகிறேன
12460,உட்காருங்கள
12461,கடைப்பிடித்தேன
12462,வம்புக்காரர்கள
12463,சகோதரியாயிருக்க
12464,தொழிலைய
12465,சக்கரவர்த்திதான
12466,சாதிப்பத
12467,இடத்துக்க
12468,விருப்பத்தின்பட
12469,வந்தியத்தேவ
12470,சிற்றுண்டிகள
12471,கரையில
12472,அளிப்பதாகச
12473,பாவம
12474,வெளிச்சத்திலிருந்த
12475,கடந்தான
12476,பிரிக்க
12477,துணியுடன
12478,அரசிளங்குமர
12479,வேதவாக்க
12480,மந்திரவாதிகள
12481,உகந்தபட
12482,உதிக்கிறத
12483,மாடமாளிகைகளும
12484,கூடாதென்ற
12485,நிற்க
12486,இஷ்டமில்லாவிட்டால
12487,முனைந்தார்கள
12488,என்பதைப
12489,நன்ம
12490,வந்தவனாதலால
12491,என்றறிந்த
12492,மரியாதையெல்லாம
12493,தொலைந்தார்கள
12494,ஓடுவத
12495,அனுமத
12496,பொன்னாசாரிகளும
12497,சக்கராதிபத
12498,பிழைத்திருப்பத
12499,நினைப்பாள
12500,பிறருடைய
12501,இட்டிருப்பார
12502,செய்வோர
12503,விம்மல
12504,சுடர
12505,குரல
12506,கற்றுக
12507,ஏதேத
12508,சங்கப
12509,தடைகளையும
12510,மனங்கலங்கச
12511,கடமையைத்தான
12512,ஏந்திப
12513,பிடிக்கவில்லையென்பத
12514,ஜனங்களுக்க
12515,போரிடச
12516,விருப்பத்துடன
12517,பண்பட்ட
12518,கண்ணுக்க
12519,வாதமும
12520,எதிபார்த்த
12521,உளறுகிறார்கள
12522,வேண்ட
12523,ஏறிக
12524,கொண்டிருந்ததும
12525,இஞ்ச
12526,விதத்தையும
12527,கட்டளையிட
12528,சூரசம்ஹார
12529,தரிசனத்துக்காகப
12530,சக்கரவர்த்தின
12531,அங்க
12532,பாட்டனாரான
12533,மாயமாய
12534,பூஜைக
12535,மறுத்த
12536,பிள்ளையென்ற
12537,விளையாடுவார்கள
12538,நினைவிருக்க
12539,நெருக்கடியிலும
12540,சுபாவமுள்ள
12541,விழித்தத
12542,விபூதியும
12543,கோஷங்களைக
12544,விழவ
12545,கொடுப்பீர்கள
12546,சண்டைகளும
12547,மிடுக்கும
12548,ஏழெட்டுப
12549,அவர்களுக்குத
12550,பட்டத்துக்க
12551,குழறியத
12552,போயிருந்த
12553,ஆற
12554,வைத்திருந்தவன
12555,வெண்தாமரையும
12556,சிலையையும
12557,ஜன
12558,கள்ள
12559,பிடிப்பதற்காக
12560,கூச்சலிட்டுக
12561,வெட்ட
12562,தன்மையைக
12563,வெறியோட
12564,நீதிபதியாக
12565,தன்னந்தனிய
12566,அப்படியெல்லாம
12567,நீங்கிக
12568,வாக்க
12569,நடுங்கிற்ற
12570,கொண்டிருந்தார
12571,அவ்வித
12572,பாடியிருப்பதனால
12573,வெறியாட்டம
12574,தைரியப்படுத்த
12575,ஏறப
12576,இருவர
12577,வைஷ்ணவக
12578,முதுகைக
12579,இவனும
12580,கமுகுத
12581,தள்ளாம
12582,யானையைத
12583,சாத்திக
12584,கேலியாகக
12585,கண்ணுக்கினியன
12586,அமைத
12587,பூத்த
12588,தங்கத்தையெல்லாம
12589,அரிய
12590,அதன்பட
12591,செய்யவும
12592,தொட
12593,வீரசைவருடைய
12594,செய்யப்பட்டிருந்தத
12595,வெளியிடுகிறாள
12596,றாயிற்ற
12597,விளங்கின
12598,எகத்தாளம
12599,திரட்டிக
12600,மதுரையைக
12601,நடவும
12602,கோமகளின
12603,நிரவத
12604,பிடிவாதத்தினால
12605,போர்க்களத்துக்குச
12606,நிலவும
12607,உரியவனானான
12608,கொள்வீர்கள
12609,வணங்காமுடியாரின
12610,வந்திருந்தான
12611,அகலவில்ல
12612,குலத்தவர்கள
12613,நிறைவேற்றியாக
12614,கொண்டிருக்கிறேன
12615,அடைந்துவிட்டத
12616,நிற்கும்பட
12617,முத்தரையனைக
12618,அகம்பாவம
12619,உடன
12620,செருகியிருந்த
12621,திரும்பிவிட்டார்கள
12622,வேய்ங்குழல
12623,கடற்பிரயாணம
12624,வெளியிட்டுப
12625,சேர்வதற்குள்ளாகவ
12626,சோழியும
12627,பார்வ
12628,அதோகதியாக
12629,திருநீற
12630,தொலைத்தார
12631,மகிழ்ச்சிதான
12632,உள்ளத்திலும
12633,கண்டராதித்தருக்குப
12634,எடுத்தத
12635,மாடகூட
12636,திருமலையப்பனைப
12637,இழுத்த
12638,காலத்திற்குப
12639,சாதுக்களாகப
12640,ஒருவரிடம
12641,பிழ
12642,விருப்பத்தைத
12643,கலியாணிக்கும
12644,இராஜ்யாதிகாரங்களையெல்லாம
12645,அருக
12646,விழுங்குகிறத
12647,மந்திரத்த
12648,வாரிப
12649,யாருக்காவத
12650,வளத்தினான
12651,வந்ததிலிருந்த
12652,அக்குதிரையின
12653,புரிந்தாள
12654,நடுக
12655,விட்டுகொண்ட
12656,பாட்டிகளுக்குமிடையில
12657,சொல்வானேன
12658,மண்டபத்த
12659,ஸ்ரீரங்கத்தில
12660,சென்றடைய
12661,காஞ்சியையும
12662,கூடையைக
12663,கலங்கரைவிளக்கங்களும
12664,கிரியைகளும
12665,இளநீர
12666,கூவினான
12667,காணவும
12668,வீசிய
12669,மாடத்தில
12670,மரத்திலேய
12671,எடுப்பித்தான
12672,கிருபையினால
12673,பார்க்கிறத
12674,வதைக்கிறாள
12675,மன்னர்களும
12676,தொனிகள
12677,கோபமாகக
12678,இன்றிரவ
12679,பேறுகளும
12680,ஆட்சேபிக்கவில்ல
12681,குதித்தத
12682,எவ்வளவ
12683,சாத்தப்படுகின்றன
12684,ஜாதகத்தையும
12685,நிற்கிறாள
12686,குதிரைகளின
12687,வாழ்க்கைக
12688,நமக்குச
12689,ஒருத்திய
12690,வினாவிய
12691,குலங்களில
12692,படுகையில
12693,சிந்தனைகளினால
12694,மாறிவிட்டத
12695,திருமழபாட
12696,மெய்யாக
12697,கொள்ளாமல
12698,எதிரியின
12699,வீரர்களும
12700,கொடுத்துத
12701,பார்ப்பவனைப
12702,போகமாட்டீர்கள
12703,உயிரைக
12704,பார்த்தேன
12705,விலகிப்ப
12706,பார்த்ததற்கும
12707,அளிக்கிறத
12708,கொடுப்பதாயிருந்தால
12709,முறுக்க
12710,சிவபக்தியிலேய
12711,மாற்றிச
12712,பின்வரும
12713,சாட்சியாக
12714,அசைக்க
12715,தப்ப
12716,பணியாளன
12717,விழும்படிச
12718,உடையும
12719,ஏறிச
12720,தலைசிறந்த
12721,எல்லைக்குள
12722,அவரும
12723,பொறுத்தவர
12724,போர்க்களங்களுக்க
12725,பளிங்கினால
12726,சக்கரவர்த்தினியாக்கிக
12727,இரவுக்கிரவ
12728,பயிற்ச
12729,சட
12730,செய்வதற்க
12731,மோசமாயிருக்கிறீர்கள
12732,அதிகாரிகளும
12733,கங்கணங்களும
12734,கணவாய்களையும
12735,நம்புவதற்க
12736,செய்தால்தான
12737,மாயமோகன
12738,இராஷ்டிரகூடப
12739,சகோதரர்களைப
12740,சலசலத்தத
12741,கவசம
12742,சுழல்கிறத
12743,ஒப்புவித்திருக்கிறார்கள
12744,கணிகையரும
12745,கோபத்துடன
12746,கேட்க
12747,காரணமில்ல
12748,எனக்குச
12749,அலுத்துக்களைத்திருந்த
12750,கண்ணீர்த
12751,அதிகமாகவும
12752,நிகழும
